X,Y,objectid,featuretype,class,name,operationalstatus,state,spatialconfidence,revised,ga_guid,description,voltagekv,locality,comment_,x_coordinate,y_coordinate
147.095912687,-38.1011745709999,1332,Substation,Zone,Sale,Operational,Victoria,5,2024/07/05 00:00:00+00,{1AC08902-DED8-45CB-A061-814A80017855},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Sale,,147.09591269,-38.10117457
146.997849498,-37.950506591,1333,Substation,Zone,Maffra North,Operational,Victoria,5,2024/07/05 00:00:00+00,{6AE1E334-63DF-428E-B1DC-09DA0850A31B},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Maffra,,146.9978495,-37.95050659
146.982312084,-37.970908159,1334,Substation,Zone,Maffra,Operational,Victoria,5,2024/07/05 00:00:00+00,{36ABA4AF-53D1-418F-BEFC-1514712550CE},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Maffra,,146.98231208,-37.97090816
146.560155622,-38.189279711,1335,Substation,Zone,Traralgon,Operational,Victoria,5,2024/07/05 00:00:00+00,{0873F862-F637-4DB4-A2AC-D4E918CA50FC},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Traralgon,,146.56015562,-38.18927971
146.441136352,-38.1825783579999,1336,Substation,Zone,Maryvale,Operational,Victoria,5,2024/07/05 00:00:00+00,{02F3A54B-C982-4AA3-AA77-A690B41F8291},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Maryvale,,146.44113635,-38.18257836
146.374185809,-38.240686668,1337,Substation,Zone,Morwell North,Operational,Victoria,5,2024/07/05 00:00:00+00,{D0CBAAC5-8791-4497-B61A-E8E4A9D876D4},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Morwell,,146.37418581,-38.24068667
146.365882054,-38.270070436,1338,Substation,Zone,Morwell South,Operational,Victoria,5,2024/07/05 00:00:00+00,{4D1E4E45-021C-4574-A339-DC6BDC2943FE},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Hazelwood,,146.36588205,-38.27007044
146.255963042,-38.170479412,1339,Substation,Zone,Moe,Operational,Victoria,5,2024/07/05 00:00:00+00,{A104565B-D39B-4FB0-A1E0-771F5938796E},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Moe,,146.25596304,-38.17047941
146.221983828,-38.6596944579999,1340,Substation,Zone,Foster,Operational,Victoria,5,2024/07/05 00:00:00+00,{D0C055F9-37F1-4BEA-A9E6-2D7AE0330C41},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Foster,,146.22198383,-38.65969446
147.160316357,-38.224885458,1341,Substation,Zone,Longford,Operational,Victoria,5,2024/07/05 00:00:00+00,{5C121121-7B35-41FE-8649-8E0E7BC86A17},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Longford,,147.16031636,-38.22488546
146.34016197,-38.6532414339999,1342,Substation,Zone,Toora Wind farm,Operational,Victoria,5,2024/07/05 00:00:00+00,{BF0E371E-5F62-4DD3-B31F-4249CB0093BF},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Toora,,146.34016197,-38.65324143
145.94276386,-38.1537211199999,1343,Substation,Zone,Warragul,Operational,Victoria,5,2024/07/05 00:00:00+00,{8E7803E0-7AB7-4DC9-B428-62E5FE0522C7},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Warragul,,145.94276386,-38.15372112
145.958465532,-38.4724944239999,1344,Substation,Zone,Leongatha,Operational,Victoria,5,2024/07/05 00:00:00+00,{BED91796-A11D-4F51-A4CF-CCADD35844EE},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Leongatha,,145.95846553,-38.47249442
145.94902402,-38.746910842,1345,Substation,Zone,Bald Hills Wind Farm,Operational,Victoria,5,2024/07/05 00:00:00+00,{4370D2AE-472C-474F-9C9E-2C24AA8711EC},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Tarwin Lower,,145.94902402,-38.74691084
145.832158606,-38.577926938,1346,Substation,Switchyard,Leongatha South,Operational,Victoria,5,2024/07/05 00:00:00+00,{8EF7EFD7-6B23-42D1-AC59-BA81D8DE8B51},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Leongatha South,,145.83215861,-38.57792694
145.609830594,-38.5938002309999,1347,Substation,Zone,Wonthaggi,Operational,Victoria,5,2024/07/05 00:00:00+00,{30DFAD93-3ADF-43C4-97E9-808D894A61C5},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Wonthaggi,,145.60983059,-38.59380023
145.239801189,-38.481635728,1348,Substation,Zone,Phillip Island,Operational,Victoria,5,2024/07/05 00:00:00+00,{CCF892DC-B8DC-4FD9-8390-E6CA070607D6},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Cowes,,145.23980119,-38.48163573
145.556623608,-38.267408928,1349,Substation,Zone,Lang Lang,Operational,Victoria,5,2024/07/05 00:00:00+00,{E72D0584-C05F-4E1A-AC34-12007BAC37E5},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Lang Lang,,145.55662361,-38.26740893
145.494177904,-38.0707954879999,1350,Substation,Zone,Pakenham,Operational,Victoria,5,2024/07/05 00:00:00+00,{FF698BCA-5788-49B4-9217-BADDBF40C0CD},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Pakenham,,145.4941779,-38.07079549
145.445032214,-38.051187505,1351,Substation,Zone,Officer,Operational,Victoria,5,2024/07/05 00:00:00+00,{9CDB9DB7-0F24-4101-BC9F-069C499510E2},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Pakenham,,145.44503221,-38.05118751
143.827500245,-37.575183002,1352,Substation,Zone,Delacombe,Operational,Victoria,5,2024/07/05 00:00:00+00,{C20452EF-DB3F-4FF8-B11C-8334D3C86115},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Delacombe,,143.82750025,-37.575183
143.863316042,-37.5837088119999,1353,Substation,Zone,Ballarat Gold Fields,Operational,Victoria,5,2024/07/05 00:00:00+00,{3AD8356E-5546-439F-958C-E12D9D60957B},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Canadian,,143.86331604,-37.58370881
144.075239311,-37.678461603,1354,Substation,Zone,Bungal,Operational,Victoria,5,2024/07/05 00:00:00+00,{C3365090-FA43-443F-96F4-8650089011C1},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Lal Lal,,144.07523931,-37.6784616
144.24067309,-37.728228326,1355,Substation,Zone,Yaloak South Wind Farm,Operational,Victoria,5,2024/07/05 00:00:00+00,{F3597326-A03D-4BD2-A6EE-A45ED7931630},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Mount Wallace,,144.24067309,-37.72822833
144.408479873,-37.699564814,1356,Substation,Zone,Powercore Bacchus Marsh,Operational,Victoria,5,2024/07/05 00:00:00+00,{2EEE766F-27D6-4C76-96F9-7287F83CB6CD},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Maddingley,,144.40847987,-37.69956481
141.543376131,-38.41175966,1357,Substation,Zone,Cape Nelson South Wind farm,Operational,Victoria,5,2024/07/05 00:00:00+00,{75F41E42-95BC-4743-A18A-2A31F4C6CCD2},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Portland West,,141.54337613,-38.41175966
141.623022745,-38.388497785,1358,Substation,Zone,Sir William Grant,Operational,Victoria,5,2024/07/05 00:00:00+00,{BDE8054B-EDB6-4FF1-B953-5B5FE2523243},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Portland,,141.62302275,-38.38849779
141.588137217,-38.332539922,1359,Substation,Zone,Portland,Operational,Victoria,5,2024/07/05 00:00:00+00,{963960E1-8A50-409E-A258-C8E7EFEA4DA6},"A structure in which high voltage electricity supply is converted, controlled or transformed",,Portland,,141.58813722,-38.33253992
141.973084325,-38.272948045,1360,Substation,Zone,Codrington Wind Farm,Operational,Victoria,5,2024/07/05 00:00:00+00,{6142B047-9FE4-4EA4-ABC7-AC59697E6BE8},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Codrington,,141.97308433,-38.27294805
142.026854681,-38.29905858,1361,Substation,Zone,Yambuk Wind Farm,Operational,Victoria,5,2024/07/05 00:00:00+00,{3DBF59E4-C16B-4BC2-8437-81B8A5418FF2},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Yambuk,,142.02685468,-38.29905858
142.429493504,-38.314905881,1362,Substation,Zone,Koroit,Operational,Victoria,5,2024/07/05 00:00:00+00,{B10825C2-F8DA-4AF5-9A27-B8DC19A807C5},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Yangery,,142.4294935,-38.31490588
142.491043627,-38.373805767,1363,Substation,Zone,Warnambool,Operational,Victoria,5,2024/07/05 00:00:00+00,{2CB722B0-3C77-429E-A238-951DB854E30E},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Warrnambool,,142.49104363,-38.37380577
142.009333741,-37.753952548,1364,Substation,Zone,Hamilton,Operational,Victoria,5,2024/07/05 00:00:00+00,{FCEF393F-0613-4E3C-88AB-B5269016B2F5},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Hamilton,,142.00933374,-37.75395255
142.472060921,-37.804974177,1365,Substation,Switchyard,Nareeb,Operational,Victoria,5,2024/07/05 00:00:00+00,{70B22FD3-E8A6-44B4-9D26-10FC89C354F9},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Woodhouse,,142.47206092,-37.80497418
142.773547711,-37.930672219,1366,Substation,Zone,Salt Creek Wind Farm,Operational,Victoria,5,2024/07/05 00:00:00+00,{CE3981E0-A6CA-43D7-B6E4-666D3F224B0F},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Woorndoo,,142.77354771,-37.93067222
143.052869979,-38.3415282019999,1367,Substation,Zone,Cobden,Operational,Victoria,5,2024/07/05 00:00:00+00,{CD61B6CE-6969-4EC7-8440-97C0F1C3EFF0},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Cobden,,143.05286998,-38.3415282
143.15484292,-38.226890075,1368,Substation,Zone,Camperdown,Operational,Victoria,5,2024/07/05 00:00:00+00,{529816B7-2D71-4064-A79D-A51B7E181FBD},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Camperdown,,143.15484292,-38.22689008
143.606326263,-38.3405892229999,1369,Substation,Zone,Colac,Operational,Victoria,5,2024/07/05 00:00:00+00,{FD153FD5-072E-4295-9C6A-04F288EF8238},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Colac East,,143.60632626,-38.34058922
144.00283501,-38.2361124129999,1370,Substation,Zone,Winchelsea,Operational,Victoria,5,2024/07/05 00:00:00+00,{46B60C97-89F3-48CC-823B-4418612E0FAE},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Winchelsea,,144.00283501,-38.23611241
144.300384846,-38.2157487599999,1371,Substation,Zone,Waurn Ponds,Operational,Victoria,5,2024/07/05 00:00:00+00,{8BC15DBD-1A69-4B87-AD64-54579D4F5DBE},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Mount Duneed,,144.30038485,-38.21574876
144.283093064,-38.21377224,1372,Substation,Zone,Blue Circle geelong,Operational,Victoria,5,2024/07/05 00:00:00+00,{BB8C64F2-5F34-4717-B2E9-15CC7CF9FA6E},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Mount Duneed,,144.28309306,-38.21377224
144.564241187,-38.182579275,1373,Substation,Zone,Drysdale,Operational,Victoria,5,2024/07/05 00:00:00+00,{FE7EC445-BB7D-4DCF-A6D0-F6E6C176EB96},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Drysdale,,144.56424119,-38.18257928
144.381426967,-38.179646229,1374,Substation,Zone,Geelong East,Operational,Victoria,5,2024/07/05 00:00:00+00,{69BA3644-A006-4C4E-B0B6-3656B4656CA4},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Breakwater,,144.38142697,-38.17964623
144.357285054,-38.1523519,1375,Substation,Zone,Geelong City,Operational,Victoria,5,2024/07/05 00:00:00+00,{1BFCE5D3-814A-4B5F-9611-76F1C109EC26},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Geelong,,144.35728505,-38.1523519
144.34036524,-38.128671749,1376,Substation,Zone,Geelong,Operational,Victoria,5,2024/07/05 00:00:00+00,{B87F4F8B-9AAE-4CB6-B936-3FAED28C0529},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Hamlyn Heights,,144.34036524,-38.12867175
144.357238078,-38.1172071199999,1377,Substation,Zone,Geelong B,Operational,Victoria,5,2024/07/05 00:00:00+00,{0F2C351F-235A-41B4-990B-4D36CE9E00DA},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,North Geelong,,144.35723808,-38.11720712
144.361048317,-38.102562435,1378,Substation,Zone,Ford North Shore Customer,Operational,Victoria,5,2024/07/05 00:00:00+00,{C5744FAD-E4E7-4B87-A16C-4FA3463F43E5},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Norlane,,144.36104832,-38.10256244
144.369717618,-38.094397091,1379,Substation,Zone,Corio,Operational,Victoria,5,2024/07/05 00:00:00+00,{43C13D66-BA8C-4299-BCEA-E753A9507A53},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,North Shore,,144.36971762,-38.09439709
144.372369081,-38.086686318,1380,Substation,Zone,Ford North Shore Zone,Operational,Victoria,5,2024/07/05 00:00:00+00,{8FE1FF8F-63C9-4099-9EC9-4F9F8CB463F3},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,North Shore,,144.37236908,-38.08668632
144.380877996,-38.083446511,1381,Substation,Zone,Shell Refinery,Operational,Victoria,5,2024/07/05 00:00:00+00,{C0386BB4-9A66-417B-9B70-4335DC44C087},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Corio,,144.380878,-38.08344651
144.722173946,-37.5858825179999,1382,Substation,Zone,Sunbury,Operational,Victoria,5,2024/07/05 00:00:00+00,{0FA58D50-4D94-4382-896E-3A867BCEDDED},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Sunbury,,144.72217395,-37.58588252
144.585926007,-37.687260404,1383,Substation,Zone,Melton,Operational,Victoria,5,2024/07/05 00:00:00+00,{35DE7674-801E-4AAF-9628-4E993DCB28A8},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Melton,,144.58592601,-37.6872604
144.753362293,-37.676031312,1384,Substation,Zone,Sydenham Zone,Operational,Victoria,5,2024/07/05 00:00:00+00,{C9177C82-EAA7-44DA-94EE-DB686D489D3F},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Fraser Rise,,144.75336229,-37.67603131
144.662796097,-37.8904736329999,1385,Substation,Zone,Werribee,Operational,Victoria,5,2024/07/05 00:00:00+00,{0712C27C-5BE4-4828-81F1-981B28778566},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Werribee,,144.6627961,-37.89047363
144.7033077,-37.88938014,1386,Substation,Sole Use,Hoppers Crossing,Operational,Victoria,5,2024/07/05 00:00:00+00,{E62F12EF-B24E-47BF-8C82-686DC3DE99A4},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Werribee,,144.7033077,-37.88938014
144.727635894,-37.8517869619999,1387,Substation,Zone,Laverton,Operational,Victoria,5,2024/07/05 00:00:00+00,{BEE8484D-56EB-4B3B-AC9A-277BF479E0B3},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Truganina,,144.72763589,-37.85178696
144.808865183,-37.847594359,1388,Substation,Zone,Altrona,Operational,Victoria,5,2024/07/05 00:00:00+00,{35FFFCBE-FB35-4B52-888E-5FF248124883},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Altona,,144.80886518,-37.84759436
144.80058734,-37.845377302,1389,Substation,Sole Use,Altona Chemical,Operational,Victoria,5,2024/07/05 00:00:00+00,{5A6AD803-70F8-4EC2-93AB-0B83851F7E37},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Altona North,,144.80058734,-37.8453773
144.827144692,-37.836225686,1390,Substation,Sole use,Toyota Altona,Operational,Victoria,5,2024/07/05 00:00:00+00,{A98C9BA1-CCBA-4846-B4F5-36CD7D00FB6E},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Altona North,,144.82714469,-37.83622569
144.78873902,-37.833237744,1391,Substation,Sole Use,One Steel Altona,Operational,Victoria,5,2024/07/05 00:00:00+00,{23952383-75BB-4ED9-9871-FEF6C4BBD0DF},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Laverton North,,144.78873902,-37.83323774
144.786271823,-37.8275097019999,1392,Substation,Zone,Laverton North,Operational,Victoria,5,2024/07/05 00:00:00+00,{BEA0D972-529A-42D6-A975-F187D776C5FB},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Laverton North,,144.78627182,-37.8275097
144.752353239,-37.805952982,1393,Substation,Zone,Truganina,Operational,Victoria,5,2024/07/05 00:00:00+00,{3E2BA7FF-8522-465E-96EE-B1E5E3F3D2E0},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Derrimut,,144.75235324,-37.80595298
144.772684636,-37.8009226139999,1394,Substation,Sole Use,Air Trunk data,Operational,Victoria,5,2024/07/05 00:00:00+00,{CC26875E-DBC6-40D9-99E6-50AABD94C4FF},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Derrimut,,144.77268464,-37.80092261
144.808976954,-37.783100126,1395,Substation,Zone,Sunshine,Operational,Victoria,5,2024/07/05 00:00:00+00,{541F863C-7509-41E1-B05E-2B0CE5DBA645},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Ardeer,,144.80897695,-37.78310013
144.828005162,-37.779416125,1396,Substation,Zone,Sunshine East,Operational,Victoria,5,2024/07/05 00:00:00+00,{9A9DBA33-1330-4845-9D19-F700A29EAD68},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Sunshine,,144.82800516,-37.77941613
144.874756947,-37.782449341,1397,Substation,Zone,Braybrook,Operational,Victoria,5,2024/07/05 00:00:00+00,{9A1292FB-F555-459E-AB01-8261F97D9DF8},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Maidstone,,144.87475695,-37.78244934
144.825315678,-37.7400708,1398,Substation,Zone,St Albans,Operational,Victoria,5,2024/07/05 00:00:00+00,{83631220-EAF4-4DD5-BC16-2EA2676E6CD7},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Kealba,,144.82531568,-37.7400708
144.85904556,-37.711568617,1399,Substation,Zone,Tullamarine,Operational,Victoria,5,2024/07/05 00:00:00+00,{C90D5C30-4077-4AF5-AC02-31BDFEA203D9},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Tullamarine,,144.85904556,-37.71156862
144.885905848,-37.7150074049999,1400,Substation,Zone,Airport West,Operational,Victoria,5,2024/07/05 00:00:00+00,{8165DE69-F075-418E-9276-E2A05EB295C5},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Airport West,,144.88590585,-37.7150074
144.893792486,-37.7540519469999,1401,Substation,Zone,Essendon,Operational,Victoria,5,2024/07/05 00:00:00+00,{463C925B-2533-4447-A4B0-4AFDE4EFC0D3},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Essendon,,144.89379249,-37.75405195
144.856818554,-37.692782047,1402,Substation,Zone,Melbourne Airport,Operational,Victoria,5,2024/07/05 00:00:00+00,{5FF8EF76-CF01-4EBA-86D6-A867F16D1F38},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Melbourne Airport,,144.85681855,-37.69278205
144.932974971,-37.72235188,1403,Substation,Zone,Pasco Vale,Operational,Victoria,5,2024/07/05 00:00:00+00,{1B85B5D4-A9CE-465F-8304-5B392E66EC7B},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Pascoe Vale,,144.93297497,-37.72235188
144.848488947,-37.8084435,1404,Substation,Zone,Tottenham,Operational,Victoria,5,2024/07/05 00:00:00+00,{8BBE6022-8D57-47B3-8583-5180A061A607},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Brooklyn,,144.84848895,-37.8084435
144.872855605,-37.815145677,1405,Substation,Zone,Footscray West,Operational,Victoria,5,2024/07/05 00:00:00+00,{A812539B-7466-4835-A121-D61A32063805},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Yarraville,,144.87285561,-37.81514568
144.896435494,-37.8134349859999,1406,Substation,Zone,Footscray East,Operational,Victoria,5,2024/07/05 00:00:00+00,{646D5024-EC57-45F8-B69F-33EB5E57780C},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Yarraville,,144.89643549,-37.81343499
144.893705026,-37.8228410099999,1407,Substation,Zone,Yarraville,Operational,Victoria,5,2024/07/05 00:00:00+00,{38994F8A-EA66-4B67-857D-6B6DF3E5828B},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Yarraville,,144.89370503,-37.82284101
144.893753185,-37.8398182129999,1408,Substation,Zone,Newport,Operational,Victoria,5,2024/07/05 00:00:00+00,{15A4DE2A-7526-49A4-BA73-A5D4BB02BEE6},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Newport,,144.89375319,-37.83981821
144.941505887,-37.686604712,1409,Substation,Zone,Broadmedows South,Operational,Victoria,5,2024/07/05 00:00:00+00,{3EAF9A77-A0C4-4759-8C18-02F01C78BB83},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Broadmeadows,,144.94150589,-37.68660471
144.943095938,-37.665293635,1410,Substation,Zone,Broadmedows,Operational,Victoria,5,2024/07/05 00:00:00+00,{49EE0544-472F-4583-8FD3-07A93B816A53},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Coolaroo,,144.94309594,-37.66529364
144.936709685,-37.6502040679999,1411,Substation,Sole Use,Visy Paper,Operational,Victoria,5,2024/07/05 00:00:00+00,{854FEC1C-6629-4132-B1FD-BE4E1409BAE3},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Coolaroo,,144.93670969,-37.65020407
144.933897949,-37.6420722899999,1412,Substation,Zone,Coolaroo,Operational,Victoria,5,2024/07/05 00:00:00+00,{19418858-FB17-4592-9B8C-A059F9DFB968},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Coolaroo,,144.93389795,-37.64207229
144.941340273,-37.5382553269999,1413,Substation,Zone,Kalkallo,Operational,Victoria,5,2024/07/05 00:00:00+00,{EFC2EF75-0742-4305-9087-D071CF4EFBD3},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Mickleham,,144.94134027,-37.53825533
145.069681503,-37.64696391,1414,Substation,Zone,South Morang Zone,Operational,Victoria,5,2024/07/05 00:00:00+00,{9D010464-A049-4446-A744-900BD3CCE700},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,South Morang,,145.0696815,-37.64696391
144.93200975,-37.791636296,1415,Substation,Zone,Flemington,Operational,Victoria,5,2024/07/05 00:00:00+00,{CC411E63-7F77-4CC8-9062-A03B4A683A06},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Kensington,,144.93200975,-37.7916363
144.955253176,-37.768397729,1416,Substation,Zone,West brunswick,Operational,Victoria,5,2024/07/05 00:00:00+00,{0F54E8D1-5E17-45C0-8761-96A1A1D087AC},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Brunswick,,144.95525318,-37.76839773
144.962608392,-37.742505509,1417,Substation,Zone,Coburg South,Operational,Victoria,5,2024/07/05 00:00:00+00,{F4D25427-EE87-4F4E-B88D-D3A538C613A2},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Coburg,,144.96260839,-37.74250551
144.977878253,-37.720934319,1418,Substation,Zone,Coburg North,Operational,Victoria,5,2024/07/05 00:00:00+00,{F6608CC7-4E8E-46A3-B7B1-7C41C3DFFC8C},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Coburg North,,144.97787825,-37.72093432
145.026194027,-37.652621766,1419,Substation,Zone,Epping,Operational,Victoria,5,2024/07/05 00:00:00+00,{61669D4F-003B-42FC-A30F-A6710EB3A42C},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Epping,,145.02619403,-37.65262177
144.910643857,-37.8246713349999,1420,Substation,Zone,Fishermans Bend,Operational,Victoria,5,2024/07/05 00:00:00+00,{45FC0C4E-769C-4DF4-9956-EF4CCFA0BAEE},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Port Melbourne,,144.91064386,-37.82467133
144.922551374,-37.824160552,1421,Substation,Zone,Westgate,Operational,Victoria,5,2024/07/05 00:00:00+00,{ABDFE1C1-9255-4F90-880C-B3F11386FDEA},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Port Melbourne,,144.92255137,-37.82416055
144.92601933,-37.832759638,1422,Substation,Zone,Port Melbourne,Operational,Victoria,5,2024/07/05 00:00:00+00,{F55C6808-B742-4BDD-99C3-141C15332A65},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Port Melbourne,,144.92601933,-37.83275964
144.945497428,-37.829251589,1423,Substation,Zone,Montague,Operational,Victoria,5,2024/07/05 00:00:00+00,{8E24AB99-F956-472D-83EA-E32467FD3092},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,South Melbourne,,144.94549743,-37.82925159
144.95812271,-37.836791902,1424,Substation,Zone,Albert Park,Operational,Victoria,5,2024/07/05 00:00:00+00,{3967B35C-4FDB-4DFC-8622-F4DD583625BC},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,South Melbourne,,144.95812271,-37.8367919
144.967625022,-37.828382302,1425,Substation,Zone,South Melbourne,Operational,Victoria,5,2024/07/05 00:00:00+00,{3FF96603-BE30-49C8-8A01-775BD4A82CAD},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Southbank,,144.96762502,-37.8283823
144.966774815,-37.811419438,1426,Substation,Zone,McIllwaith Place,Operational,Victoria,5,2024/07/05 00:00:00+00,{7391B330-703B-482C-A27E-D3F55E043874},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Melbourne,,144.96677482,-37.81141944
144.968914871,-37.8157433179999,1427,Substation,Zone,Flinders,Operational,Victoria,5,2024/07/05 00:00:00+00,{12F42E49-6685-4AAA-A563-A3C4686A941D},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Melbourne,,144.96891487,-37.81574332
144.971362275,-37.8126395419999,1428,Substation,Zone,McIllraith Place,Operational,Victoria,5,2024/07/05 00:00:00+00,{C910C307-5665-479F-8403-280166B6A538},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Melbourne,,144.97136228,-37.81263954
145.133345896,-37.6069405919999,1429,Substation,Zone,Doreen,Operational,Victoria,5,2024/07/05 00:00:00+00,{46EF30BD-B2EF-4D76-9D1D-3D47AC476534},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Doreen,,145.1333459,-37.60694059
145.000613743,-37.7369562759999,1430,Substation,Zone,Preston,Operational,Victoria,5,2024/07/05 00:00:00+00,{956E1FB7-42F3-46BB-8EA5-270491D68E38},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Preston,,145.00061374,-37.73695628
145.032727431,-37.7453172859999,1431,Substation,Zone,East Preston,Operational,Victoria,5,2024/07/05 00:00:00+00,{0BE8E92A-F186-4F32-9E4A-615DDD0C39D7},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Preston,,145.03272743,-37.74531729
145.043001269,-37.732225174,1432,Substation,Sole Use,Nilsen Electrical,Operational,Victoria,5,2024/07/05 00:00:00+00,{9B8F4666-629D-4B02-B25F-05AE408EE7B1},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Heidelberg West,,145.04300127,-37.73222517
145.067981027,-37.729529149,1433,Substation,Zone,North Heidelberg,Operational,Victoria,5,2024/07/05 00:00:00+00,{E22A9C3C-B395-4FA2-9223-63AF0ACAA30F},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Macleod,,145.06798103,-37.72952915
